,PRODUCTO,PRECIO_MINORISTA,CATEGORIA,UNIDAD_MEDIDA_MIN
4254,Azucar rubia nacional (granel),5.25,Agro-industriales,KILOGRAMO
4255,Choclo (tipo cusco),9.5,Cereales,UNIDAD
4256,Melocoton durazno huayco,9.1,Frutas,KILOGRAMO
4257,Uva red globe,6.4,Frutas,KILOGRAMO
4258,Azucar blanca nacional (granel),6.4,Agro-industriales,KILOGRAMO
4259,Papaya,3.8,Frutas,KILOGRAMO
4260,Leche evaporada (azul) 400 g,3.55,Agro-industriales,LATA
4261,Manzana israel,5.05,Frutas,KILOGRAMO
4262,Chirimoya cumbe,11.0,Frutas,KILOGRAMO
4263,Arroz superior,3.55,Cereales,KILOGRAMO
4264,Fideos nicolini tallarin,6.45,Agro-industriales,KILOGRAMO
4265,Manzana delicia,6.05,Frutas,KILOGRAMO
4266,Camote morado,3.5,Tuberculos,KILOGRAMO
4267,Zanahoria,4.45,Hortalizas,KILOGRAMO
4268,Arveja verde blanca serrana,5.85,Legumbres,KILOGRAMO
4269,Papa canchan,3.05,Tuberculos,KILOGRAMO
4270,Ajo criollo o napuri,13.8,Hortalizas,KILOGRAMO
4271,Melon coquito,4.05,Frutas,KILOGRAMO
4272,Platano bellaco,2.4,Frutas,LITRO
4273,Carne de porcino (corte unico),18.75,Carnes y huevos,KILOGRAMO
4274,Leche fresca,7.8,Agro-industriales,LITRO
4275,Papa amarilla,6.15,Tuberculos,KILOGRAMO
4276,Aceite clasico botella 900 ml,12.44,Agro-industriales,LITRO
4277,Cebolla cabeza roja,4.7,Hortalizas,KILOGRAMO
4278,Carne de pollo (eviscerado),10.5,Carnes y huevos,KILOGRAMO
4279,Aji rocoto,4.6,Hortalizas,KILOGRAMO
4280,Uva italia,7.85,Frutas,KILOGRAMO
4281,Uva alfonso lavalett,7.8,Frutas,KILOGRAMO
4282,Aji escabeche,3.35,Hortalizas,MALLA
4283,Tomate,5.1,Hortalizas,KILOGRAMO
4284,Frijol castilla,8.75,Menestras,KILOGRAMO
4285,Frijol canario,11.1,Menestras,KILOGRAMO
4286,Carne fresca de vacuno,20.15,Carnes y huevos,KILOGRAMO
4287,Huevos rosados,9.5,Carnes y huevos,KILOGRAMO
4288,Haba verde serrana,7.05,Legumbres,KILOGRAMO
4289,Garbanzo,11.5,Menestras,KILOGRAMO
4290,Olluco largo,6.15,Tuberculos,KILOGRAMO
4291,Sandia,3.45,Frutas,KILOGRAMO
4292,Naranja valencia,5.85,Frutas,KILOGRAMO
4293,Limon sutil bolsa,5.65,Frutas,KILOGRAMO
4294,Platano seda congo,3.35,Frutas,KILOGRAMO
4295,Vainita americana,5.75,Legumbres,KILOGRAMO
4296,Lenteja,7.65,Menestras,KILOGRAMO
4297,Pina criolla,3.3,Frutas,KILOGRAMO
4298,Zapallo macre,3.35,Hortalizas,KILOGRAMO
4299,Yuca blanca,3.75,Tuberculos,KILOGRAMO
4300,Palta fuerte,8.4,Frutas,KILOGRAMO
4301,Arroz extra,4.35,Cereales,KILOGRAMO
4302,Pallar,10.5,Menestras,KILOGRAMO
4303,Camote morado,3.4,Tuberculos,KILOGRAMO
4304,Zanahoria,4.45,Hortalizas,KILOGRAMO
4305,Arveja verde blanca serrana,5.7,Legumbres,KILOGRAMO
4306,Papa canchan,2.89,Tuberculos,KILOGRAMO
4307,Ajo criollo o napuri,13.7,Hortalizas,KILOGRAMO
4308,Melon coquito,4.0,Frutas,KILOGRAMO
4309,Platano bellaco,2.4,Frutas,LITRO
4310,Carne de porcino (corte unico),18.45,Carnes y huevos,KILOGRAMO
4311,Leche fresca,7.75,Agro-industriales,LITRO
4312,Papa amarilla,6.3,Tuberculos,KILOGRAMO
4313,Aceite clasico botella 900 ml,11.8,Agro-industriales,LITRO
4314,Cebolla cabeza roja,4.7,Hortalizas,KILOGRAMO
4315,Carne de pollo (eviscerado),9.85,Carnes y huevos,KILOGRAMO
4316,Aji rocoto,4.6,Hortalizas,KILOGRAMO
4317,Uva italia,7.55,Frutas,KILOGRAMO
4318,Uva alfonso lavalett,7.8,Frutas,KILOGRAMO
4319,Aji escabeche,3.05,Hortalizas,MALLA
4320,Tomate,5.05,Hortalizas,KILOGRAMO
4321,Frijol castilla,8.55,Menestras,KILOGRAMO
4322,Frijol canario,10.9,Menestras,KILOGRAMO
4323,Carne fresca de vacuno,18.9,Carnes y huevos,KILOGRAMO
4324,Huevos rosados,8.45,Carnes y huevos,KILOGRAMO
4325,Haba verde serrana,7.05,Legumbres,KILOGRAMO
4326,Garbanzo,11.5,Menestras,KILOGRAMO
4327,Olluco largo,5.75,Tuberculos,KILOGRAMO
4328,Sandia,3.5,Frutas,KILOGRAMO
4329,Naranja valencia,5.85,Frutas,KILOGRAMO
4330,Limon sutil bolsa,5.45,Frutas,KILOGRAMO
4331,Platano seda congo,3.25,Frutas,KILOGRAMO
4332,Vainita americana,5.55,Legumbres,KILOGRAMO
4333,Lenteja,7.65,Menestras,KILOGRAMO
4334,Pina criolla,3.3,Frutas,KILOGRAMO
4335,Zapallo macre,3.3,Hortalizas,KILOGRAMO
4336,Yuca blanca,3.75,Tuberculos,KILOGRAMO
4337,Palta fuerte,8.4,Frutas,KILOGRAMO
4338,Arroz extra,4.6,Cereales,KILOGRAMO
4339,Pallar,10.35,Menestras,KILOGRAMO
4340,Choclo (tipo cusco),8.3,Cereales,UNIDAD
4341,Melocoton durazno huayco,9.0,Frutas,KILOGRAMO
4342,Uva red globe,6.4,Frutas,KILOGRAMO
4343,Azucar blanca nacional (granel),6.45,Agro-industriales,KILOGRAMO
4344,Papaya,3.0,Frutas,KILOGRAMO
4345,Leche evaporada (azul) 400 g,3.45,Agro-industriales,LATA
4346,Manzana israel,4.7,Frutas,KILOGRAMO
4347,Chirimoya cumbe,10.0,Frutas,KILOGRAMO
4348,Arroz superior,3.45,Cereales,KILOGRAMO
4349,Fideos nicolini tallarin,6.25,Agro-industriales,KILOGRAMO
4350,Manzana delicia,5.5,Frutas,KILOGRAMO
4351,Azucar rubia nacional (granel),5.15,Agro-industriales,KILOGRAMO
4352,Platano bellaco,2.4,Frutas,LITRO
4353,Carne de porcino (corte unico),18.75,Carnes y huevos,KILOGRAMO
4354,Leche fresca,7.45,Agro-industriales,LITRO
4355,Papa amarilla,6.2,Tuberculos,KILOGRAMO
4356,Aceite clasico botella 900 ml,12.61,Agro-industriales,LITRO
4357,Cebolla cabeza roja,4.65,Hortalizas,KILOGRAMO
4358,Carne de pollo (eviscerado),9.85,Carnes y huevos,KILOGRAMO
4359,Aji rocoto,4.6,Hortalizas,KILOGRAMO
4360,Uva italia,7.55,Frutas,KILOGRAMO
4361,Uva alfonso lavalett,7.85,Frutas,KILOGRAMO
4362,Aji escabeche,3.0,Hortalizas,MALLA
4363,Tomate,5.05,Hortalizas,KILOGRAMO
4364,Frijol castilla,8.45,Menestras,KILOGRAMO
4365,Frijol canario,10.9,Menestras,KILOGRAMO
4366,Carne fresca de vacuno,18.9,Carnes y huevos,KILOGRAMO
4367,Huevos rosados,8.45,Carnes y huevos,KILOGRAMO
4368,Haba verde serrana,7.05,Legumbres,KILOGRAMO
4369,Garbanzo,11.5,Menestras,KILOGRAMO
4370,Olluco largo,5.7,Tuberculos,KILOGRAMO
4371,Sandia,3.5,Frutas,KILOGRAMO
4372,Naranja valencia,5.85,Frutas,KILOGRAMO
4373,Limon sutil bolsa,5.55,Frutas,KILOGRAMO
4374,Platano seda congo,3.35,Frutas,KILOGRAMO
4375,Vainita americana,5.55,Legumbres,KILOGRAMO
4376,Lenteja,7.65,Menestras,KILOGRAMO
4377,Zapallo macre,3.25,Hortalizas,KILOGRAMO
4378,Yuca blanca,3.75,Tuberculos,KILOGRAMO
4379,Palta fuerte,8.4,Frutas,KILOGRAMO
4380,Arroz extra,4.6,Cereales,KILOGRAMO
4381,Pallar,10.35,Menestras,KILOGRAMO
4382,Pina criolla,3.3,Frutas,KILOGRAMO
4383,Choclo (tipo cusco),8.4,Cereales,UNIDAD
4384,Melocoton durazno huayco,9.0,Frutas,KILOGRAMO
4385,Uva red globe,6.4,Frutas,KILOGRAMO
4386,Azucar blanca nacional (granel),6.45,Agro-industriales,KILOGRAMO
4387,Papaya,3.0,Frutas,KILOGRAMO
4388,Leche evaporada (azul) 400 g,3.4,Agro-industriales,LATA
4389,Manzana israel,4.7,Frutas,KILOGRAMO
4390,Chirimoya cumbe,10.0,Frutas,KILOGRAMO
4391,Arroz superior,3.45,Cereales,KILOGRAMO
4392,Fideos nicolini tallarin,6.25,Agro-industriales,KILOGRAMO
4393,Manzana delicia,5.5,Frutas,KILOGRAMO
4394,Azucar rubia nacional (granel),5.15,Agro-industriales,KILOGRAMO
4395,Camote morado,3.4,Tuberculos,KILOGRAMO
4396,Zanahoria,4.45,Hortalizas,KILOGRAMO
4397,Arveja verde blanca serrana,5.7,Legumbres,KILOGRAMO
4398,Papa canchan,2.75,Tuberculos,KILOGRAMO
4399,Ajo criollo o napuri,13.75,Hortalizas,KILOGRAMO
4400,Melon coquito,4.15,Frutas,KILOGRAMO
4401,Carne de pollo (eviscerado),9.85,Carnes y huevos,KILOGRAMO
4402,Aji rocoto,4.6,Hortalizas,KILOGRAMO
4403,Uva italia,7.6,Frutas,KILOGRAMO
4404,Uva alfonso lavalett,7.85,Frutas,KILOGRAMO
4405,Aji escabeche,3.0,Hortalizas,MALLA
4406,Tomate,5.0,Hortalizas,KILOGRAMO
4407,Frijol castilla,8.55,Menestras,KILOGRAMO
4408,Frijol canario,10.85,Menestras,KILOGRAMO
4409,Carne fresca de vacuno,18.9,Carnes y huevos,KILOGRAMO
4410,Huevos rosados,8.45,Carnes y huevos,KILOGRAMO
4411,Haba verde serrana,7.05,Legumbres,KILOGRAMO
4412,Garbanzo,11.5,Menestras,KILOGRAMO
4413,Olluco largo,5.7,Tuberculos,KILOGRAMO
4414,Sandia,3.5,Frutas,KILOGRAMO
4415,Naranja valencia,5.85,Frutas,KILOGRAMO
4416,Limon sutil bolsa,5.6,Frutas,KILOGRAMO
4417,Platano seda congo,3.35,Frutas,KILOGRAMO
4418,Vainita americana,5.55,Legumbres,KILOGRAMO
4419,Lenteja,7.65,Menestras,KILOGRAMO
4420,Zapallo macre,3.25,Hortalizas,KILOGRAMO
4421,Yuca blanca,3.75,Tuberculos,KILOGRAMO
4422,Palta fuerte,8.5,Frutas,KILOGRAMO
4423,Arroz extra,4.6,Cereales,KILOGRAMO
4424,Pallar,10.35,Menestras,KILOGRAMO
4425,Melocoton durazno huayco,9.0,Frutas,KILOGRAMO
4426,Uva red globe,6.5,Frutas,KILOGRAMO
4427,Azucar blanca nacional (granel),6.45,Agro-industriales,KILOGRAMO
4428,Papaya,3.0,Frutas,KILOGRAMO
4429,Leche evaporada (azul) 400 g,3.4,Agro-industriales,LATA
4430,Manzana israel,4.7,Frutas,KILOGRAMO
4431,Chirimoya cumbe,10.0,Frutas,KILOGRAMO
4432,Arroz superior,3.45,Cereales,KILOGRAMO
4433,Fideos nicolini tallarin,6.25,Agro-industriales,KILOGRAMO
4434,Manzana delicia,5.5,Frutas,KILOGRAMO
4435,Azucar rubia nacional (granel),5.15,Agro-industriales,KILOGRAMO
4436,Choclo (tipo cusco),8.35,Cereales,UNIDAD
4437,Camote morado,3.5,Tuberculos,KILOGRAMO
4438,Zanahoria,4.4,Hortalizas,KILOGRAMO
4439,Carne de porcino (corte unico),18.75,Carnes y huevos,KILOGRAMO
4440,Arveja verde blanca serrana,5.7,Legumbres,KILOGRAMO
4441,Papa canchan,2.75,Tuberculos,KILOGRAMO
4442,Ajo criollo o napuri,13.75,Hortalizas,KILOGRAMO
4443,Melon coquito,4.1,Frutas,KILOGRAMO
4444,Platano bellaco,2.35,Frutas,LITRO
4445,Leche fresca,7.45,Agro-industriales,LITRO
4446,Papa amarilla,6.35,Tuberculos,KILOGRAMO
4447,Aceite clasico botella 900 ml,12.5,Agro-industriales,LITRO
4448,Cebolla cabeza roja,4.7,Hortalizas,KILOGRAMO
4449,Tomate,5.0,Hortalizas,KILOGRAMO
4450,Frijol castilla,8.45,Menestras,KILOGRAMO
4451,Frijol canario,10.8,Menestras,KILOGRAMO
4452,Carne fresca de vacuno,18.9,Carnes y huevos,KILOGRAMO
4453,Huevos rosados,8.45,Carnes y huevos,KILOGRAMO
4454,Haba verde serrana,7.05,Legumbres,KILOGRAMO
4455,Garbanzo,11.5,Menestras,KILOGRAMO
4456,Olluco largo,5.35,Tuberculos,KILOGRAMO
4457,Sandia,3.5,Frutas,KILOGRAMO
4458,Naranja valencia,5.85,Frutas,KILOGRAMO
4459,Limon sutil bolsa,5.6,Frutas,KILOGRAMO
4460,Platano seda congo,3.35,Frutas,KILOGRAMO
4461,Vainita americana,5.45,Legumbres,KILOGRAMO
4462,Lenteja,7.65,Menestras,KILOGRAMO
4463,Zapallo macre,3.25,Hortalizas,KILOGRAMO
4464,Yuca blanca,3.45,Tuberculos,KILOGRAMO
4465,Palta fuerte,8.5,Frutas,KILOGRAMO
4466,Arroz extra,4.6,Cereales,KILOGRAMO
4467,Pallar,10.35,Menestras,KILOGRAMO
4468,Melocoton durazno huayco,9.0,Frutas,KILOGRAMO
4469,Uva red globe,6.5,Frutas,KILOGRAMO
4470,Azucar blanca nacional (granel),6.2,Agro-industriales,KILOGRAMO
4471,Papaya,2.75,Frutas,KILOGRAMO
4472,Leche evaporada (azul) 400 g,3.4,Agro-industriales,LATA
4473,Manzana israel,4.6,Frutas,KILOGRAMO
4474,Arroz superior,3.45,Cereales,KILOGRAMO
4475,Fideos nicolini tallarin,6.25,Agro-industriales,KILOGRAMO
4476,Manzana delicia,5.45,Frutas,KILOGRAMO
4477,Azucar rubia nacional (granel),5.15,Agro-industriales,KILOGRAMO
4478,Pina criolla,3.3,Frutas,KILOGRAMO
4479,Choclo (tipo cusco),8.35,Cereales,UNIDAD
4480,Camote morado,2.95,Tuberculos,KILOGRAMO
4481,Zanahoria,4.25,Hortalizas,KILOGRAMO
4482,Carne de porcino (corte unico),17.95,Carnes y huevos,KILOGRAMO
4483,Arveja verde blanca serrana,5.65,Legumbres,KILOGRAMO
4484,Papa canchan,2.75,Tuberculos,KILOGRAMO
4485,Ajo criollo o napuri,12.85,Hortalizas,KILOGRAMO
4486,Melon coquito,4.05,Frutas,KILOGRAMO
4487,Platano bellaco,2.35,Frutas,LITRO
4488,Leche fresca,7.45,Agro-industriales,LITRO
4489,Papa amarilla,6.15,Tuberculos,KILOGRAMO
4490,Aceite clasico botella 900 ml,12.72,Agro-industriales,LITRO
4491,Cebolla cabeza roja,4.65,Hortalizas,KILOGRAMO
4492,Carne de pollo (eviscerado),9.85,Carnes y huevos,KILOGRAMO
4493,Aji rocoto,4.6,Hortalizas,KILOGRAMO
4494,Uva italia,7.6,Frutas,KILOGRAMO
4495,Uva alfonso lavalett,7.85,Frutas,KILOGRAMO
4496,Aji escabeche,3.0,Hortalizas,MALLA
4497,Huevos rosados,8.4,Carnes y huevos,KILOGRAMO
4498,Haba verde serrana,7.05,Legumbres,KILOGRAMO
4499,Garbanzo,11.5,Menestras,KILOGRAMO
4500,Olluco largo,5.35,Tuberculos,KILOGRAMO
4501,Sandia,3.5,Frutas,KILOGRAMO
4502,Naranja valencia,5.85,Frutas,KILOGRAMO
4503,Limon sutil bolsa,6.0,Frutas,KILOGRAMO
4504,Platano seda congo,3.5,Frutas,KILOGRAMO
4505,Vainita americana,5.45,Legumbres,KILOGRAMO
4506,Lenteja,7.65,Menestras,KILOGRAMO
4507,Zapallo macre,3.25,Hortalizas,KILOGRAMO
4508,Yuca blanca,3.45,Tuberculos,KILOGRAMO
4509,Palta fuerte,8.5,Frutas,KILOGRAMO
4510,Arroz extra,4.6,Cereales,KILOGRAMO
4511,Pallar,10.35,Menestras,KILOGRAMO
4512,Melocoton durazno huayco,8.75,Frutas,KILOGRAMO
4513,Uva red globe,6.5,Frutas,KILOGRAMO
4514,Azucar blanca nacional (granel),6.6,Agro-industriales,KILOGRAMO
4515,Papaya,2.75,Frutas,KILOGRAMO
4516,Leche evaporada (azul) 400 g,3.4,Agro-industriales,LATA
4517,Manzana israel,4.6,Frutas,KILOGRAMO
4518,Arroz superior,3.45,Cereales,KILOGRAMO
4519,Fideos nicolini tallarin,6.25,Agro-industriales,KILOGRAMO
4520,Manzana delicia,5.45,Frutas,KILOGRAMO
4521,Azucar rubia nacional (granel),5.4,Agro-industriales,KILOGRAMO
4522,Pina criolla,3.3,Frutas,KILOGRAMO
4523,Choclo (tipo cusco),8.35,Cereales,UNIDAD
4524,Camote morado,2.95,Tuberculos,KILOGRAMO
4525,Zanahoria,4.25,Hortalizas,KILOGRAMO
4526,Carne de porcino (corte unico),17.95,Carnes y huevos,KILOGRAMO
4527,Arveja verde blanca serrana,5.65,Legumbres,KILOGRAMO
4528,Papa canchan,2.75,Tuberculos,KILOGRAMO
4529,Ajo criollo o napuri,12.9,Hortalizas,KILOGRAMO
4530,Melon coquito,4.05,Frutas,KILOGRAMO
4531,Platano bellaco,2.35,Frutas,LITRO
4532,Leche fresca,7.45,Agro-industriales,LITRO
4533,Papa amarilla,6.05,Tuberculos,KILOGRAMO
4534,Aceite clasico botella 900 ml,12.4,Agro-industriales,LITRO
4535,Cebolla cabeza roja,4.65,Hortalizas,KILOGRAMO
4536,Carne de pollo (eviscerado),9.85,Carnes y huevos,KILOGRAMO
4537,Aji rocoto,4.6,Hortalizas,KILOGRAMO
4538,Uva alfonso lavalett,7.85,Frutas,KILOGRAMO
4539,Aji escabeche,2.9,Hortalizas,MALLA
4540,Tomate,5.0,Hortalizas,KILOGRAMO
4541,Frijol castilla,8.55,Menestras,KILOGRAMO
4542,Frijol canario,10.85,Menestras,KILOGRAMO
4543,Carne fresca de vacuno,18.9,Carnes y huevos,KILOGRAMO
4544,Olluco largo,5.35,Tuberculos,KILOGRAMO
4545,Sandia,3.5,Frutas,KILOGRAMO
4546,Naranja valencia,5.8,Frutas,KILOGRAMO
4547,Limon sutil bolsa,6.6,Frutas,KILOGRAMO
4548,Platano seda congo,3.35,Frutas,KILOGRAMO
4549,Vainita americana,5.45,Legumbres,KILOGRAMO
4550,Lenteja,7.55,Menestras,KILOGRAMO
4551,Zapallo macre,3.25,Hortalizas,KILOGRAMO
4552,Yuca blanca,3.3,Tuberculos,KILOGRAMO
4553,Palta fuerte,8.45,Frutas,KILOGRAMO
4554,Arroz extra,4.65,Cereales,KILOGRAMO
4555,Pallar,9.95,Menestras,KILOGRAMO
4556,Melocoton durazno huayco,8.4,Frutas,KILOGRAMO
4557,Uva red globe,6.5,Frutas,KILOGRAMO
4558,Azucar blanca nacional (granel),6.6,Agro-industriales,KILOGRAMO
4559,Papaya,2.75,Frutas,KILOGRAMO
4560,Leche evaporada (azul) 400 g,3.4,Agro-industriales,LATA
4561,Manzana israel,4.6,Frutas,KILOGRAMO
4562,Arroz superior,3.45,Cereales,KILOGRAMO
4563,Fideos nicolini tallarin,6.25,Agro-industriales,KILOGRAMO
4564,Manzana delicia,6.1,Frutas,KILOGRAMO
4565,Azucar rubia nacional (granel),5.35,Agro-industriales,KILOGRAMO
4566,Pina criolla,3.3,Frutas,KILOGRAMO
4567,Choclo (tipo cusco),8.2,Cereales,UNIDAD
4568,Camote morado,2.6,Tuberculos,KILOGRAMO
4569,Zanahoria,4.25,Hortalizas,KILOGRAMO
4570,Carne de porcino (corte unico),17.95,Carnes y huevos,KILOGRAMO
4571,Arveja verde blanca serrana,5.6,Legumbres,KILOGRAMO
4572,Papa canchan,2.55,Tuberculos,KILOGRAMO
4573,Ajo criollo o napuri,12.75,Hortalizas,KILOGRAMO
4574,Melon coquito,4.5,Frutas,KILOGRAMO
4575,Platano bellaco,2.35,Frutas,LITRO
4576,Leche fresca,7.45,Agro-industriales,LITRO
4577,Chirimoya cumbe,10.0,Frutas,KILOGRAMO
4578,Papa amarilla,6.05,Tuberculos,KILOGRAMO
4579,Aceite clasico botella 900 ml,12.72,Agro-industriales,LITRO
4580,Cebolla cabeza roja,4.5,Hortalizas,KILOGRAMO
4581,Carne de pollo (eviscerado),9.85,Carnes y huevos,KILOGRAMO
4582,Aji rocoto,4.6,Hortalizas,KILOGRAMO
4583,Uva alfonso lavalett,7.85,Frutas,KILOGRAMO
4584,Aji escabeche,2.9,Hortalizas,MALLA
4585,Tomate,5.35,Hortalizas,KILOGRAMO
4586,Frijol castilla,8.3,Menestras,KILOGRAMO
4587,Uva italia,7.6,Frutas,KILOGRAMO
4588,Frijol canario,10.0,Menestras,KILOGRAMO
4589,Carne fresca de vacuno,18.95,Carnes y huevos,KILOGRAMO
4590,Huevos rosados,8.4,Carnes y huevos,KILOGRAMO
4591,Haba verde serrana,7.1,Legumbres,KILOGRAMO
4592,Garbanzo,10.8,Menestras,KILOGRAMO
4593,Zapallo macre,3.25,Hortalizas,KILOGRAMO
4594,Yuca blanca,3.3,Tuberculos,KILOGRAMO
4595,Palta fuerte,8.45,Frutas,KILOGRAMO
4596,Arroz extra,4.65,Cereales,KILOGRAMO
4597,Pallar,9.95,Menestras,KILOGRAMO
4598,Melocoton durazno huayco,8.4,Frutas,KILOGRAMO
4599,Uva red globe,6.5,Frutas,KILOGRAMO
4600,Azucar blanca nacional (granel),6.2,Agro-industriales,KILOGRAMO
4601,Papaya,2.75,Frutas,KILOGRAMO
4602,Leche evaporada (azul) 400 g,3.4,Agro-industriales,LATA
4603,Manzana israel,4.6,Frutas,KILOGRAMO
4604,Arroz superior,3.3,Cereales,KILOGRAMO
4605,Fideos nicolini tallarin,5.45,Agro-industriales,KILOGRAMO
4606,Manzana delicia,6.05,Frutas,KILOGRAMO
4607,Azucar rubia nacional (granel),5.35,Agro-industriales,KILOGRAMO
4608,Pina criolla,3.2,Frutas,KILOGRAMO
4609,Choclo (tipo cusco),8.2,Cereales,UNIDAD
4610,Camote morado,2.6,Tuberculos,KILOGRAMO
4611,Zanahoria,4.25,Hortalizas,KILOGRAMO
4612,Carne de porcino (corte unico),17.7,Carnes y huevos,KILOGRAMO
4613,Arveja verde blanca serrana,5.6,Legumbres,KILOGRAMO
4614,Papa canchan,2.55,Tuberculos,KILOGRAMO
4615,Ajo criollo o napuri,11.7,Hortalizas,KILOGRAMO
4616,Melon coquito,4.5,Frutas,KILOGRAMO
4617,Platano bellaco,2.35,Frutas,LITRO
4618,Leche fresca,7.45,Agro-industriales,LITRO
4619,Chirimoya cumbe,10.0,Frutas,KILOGRAMO
4620,Papa amarilla,6.05,Tuberculos,KILOGRAMO
4621,Aceite clasico botella 900 ml,12.61,Agro-industriales,LITRO
4622,Cebolla cabeza roja,4.05,Hortalizas,KILOGRAMO
4623,Carne de pollo (eviscerado),9.85,Carnes y huevos,KILOGRAMO
4624,Aji rocoto,4.6,Hortalizas,KILOGRAMO
4625,Uva alfonso lavalett,7.85,Frutas,KILOGRAMO
4626,Aji escabeche,2.9,Hortalizas,MALLA
4627,Frijol castilla,8.0,Menestras,KILOGRAMO
4628,Uva italia,7.6,Frutas,KILOGRAMO
4629,Frijol canario,8.5,Menestras,KILOGRAMO
4630,Carne fresca de vacuno,18.95,Carnes y huevos,KILOGRAMO
4631,Tomate,5.15,Hortalizas,KILOGRAMO
4632,Huevos rosados,7.95,Carnes y huevos,KILOGRAMO
4633,Haba verde serrana,7.1,Legumbres,KILOGRAMO
4634,Garbanzo,10.4,Menestras,KILOGRAMO
4635,Olluco largo,5.26,Tuberculos,KILOGRAMO
4636,Sandia,3.45,Frutas,KILOGRAMO
4637,Naranja valencia,5.8,Frutas,KILOGRAMO
4638,Limon sutil bolsa,6.0,Frutas,KILOGRAMO
4639,Platano seda congo,3.35,Frutas,KILOGRAMO
4640,Vainita americana,5.45,Legumbres,KILOGRAMO
4641,Lenteja,7.55,Menestras,KILOGRAMO
4642,Melocoton durazno huayco,8.45,Frutas,KILOGRAMO
4643,Uva red globe,6.5,Frutas,KILOGRAMO
4644,Azucar blanca nacional (granel),6.1,Agro-industriales,KILOGRAMO
4645,Papaya,2.6,Frutas,KILOGRAMO
4646,Leche evaporada (azul) 400 g,3.4,Agro-industriales,LATA
4647,Manzana israel,4.45,Frutas,KILOGRAMO
4648,Arroz superior,3.35,Cereales,KILOGRAMO
4649,Fideos nicolini tallarin,5.45,Agro-industriales,KILOGRAMO
4650,Manzana delicia,6.05,Frutas,KILOGRAMO
4651,Azucar rubia nacional (granel),5.35,Agro-industriales,KILOGRAMO
4652,Pina criolla,3.15,Frutas,KILOGRAMO
4653,Choclo (tipo cusco),8.2,Cereales,UNIDAD
4654,Camote morado,2.6,Tuberculos,KILOGRAMO
4655,Zanahoria,4.35,Hortalizas,KILOGRAMO
4656,Carne de porcino (corte unico),17.7,Carnes y huevos,KILOGRAMO
4657,Arveja verde blanca serrana,5.6,Legumbres,KILOGRAMO
4658,Papa canchan,2.45,Tuberculos,KILOGRAMO
4659,Ajo criollo o napuri,11.9,Hortalizas,KILOGRAMO
4660,Melon coquito,4.5,Frutas,KILOGRAMO
4661,Platano bellaco,2.35,Frutas,LITRO
4662,Leche fresca,7.5,Agro-industriales,LITRO
4663,Chirimoya cumbe,10.0,Frutas,KILOGRAMO
4664,Papa amarilla,6.0,Tuberculos,KILOGRAMO
4665,Aceite clasico botella 900 ml,12.61,Agro-industriales,LITRO
4666,Cebolla cabeza roja,4.05,Hortalizas,KILOGRAMO
4667,Carne de pollo (eviscerado),9.35,Carnes y huevos,KILOGRAMO
4668,Aji rocoto,4.85,Hortalizas,KILOGRAMO
4669,Uva alfonso lavalett,7.8,Frutas,KILOGRAMO
4670,Aji escabeche,3.05,Hortalizas,MALLA
4671,Frijol castilla,8.0,Menestras,KILOGRAMO
4672,Uva italia,7.6,Frutas,KILOGRAMO
4673,Frijol canario,8.3,Menestras,KILOGRAMO
4674,Carne fresca de vacuno,18.95,Carnes y huevos,KILOGRAMO
4675,Tomate,5.15,Hortalizas,KILOGRAMO
4676,Huevos rosados,8.05,Carnes y huevos,KILOGRAMO
4677,Haba verde serrana,7.05,Legumbres,KILOGRAMO
4678,Garbanzo,10.3,Menestras,KILOGRAMO
4679,Olluco largo,5.4,Tuberculos,KILOGRAMO
4680,Sandia,3.45,Frutas,KILOGRAMO
4681,Naranja valencia,5.65,Frutas,KILOGRAMO
4682,Limon sutil bolsa,5.5,Frutas,KILOGRAMO
4683,Platano seda congo,3.3,Frutas,KILOGRAMO
4684,Vainita americana,5.45,Legumbres,KILOGRAMO
4685,Lenteja,7.85,Menestras,KILOGRAMO
4686,Zapallo macre,3.25,Hortalizas,KILOGRAMO
4687,Yuca blanca,3.3,Tuberculos,KILOGRAMO
4688,Palta fuerte,8.45,Frutas,KILOGRAMO
4689,Arroz extra,4.55,Cereales,KILOGRAMO
4690,Pallar,9.95,Menestras,KILOGRAMO
4691,Camote morado,2.55,Tuberculos,KILOGRAMO
4692,Zanahoria,4.35,Hortalizas,KILOGRAMO
4693,Carne de porcino (corte unico),17.7,Carnes y huevos,KILOGRAMO
4694,Arveja verde blanca serrana,5.55,Legumbres,KILOGRAMO
4695,Papa canchan,2.45,Tuberculos,KILOGRAMO
4696,Ajo criollo o napuri,12.0,Hortalizas,KILOGRAMO
4697,Melon coquito,4.3,Frutas,KILOGRAMO
4698,Platano bellaco,2.3,Frutas,LITRO
4699,Leche fresca,7.5,Agro-industriales,LITRO
4700,Chirimoya cumbe,8.25,Frutas,KILOGRAMO
4701,Papa amarilla,6.0,Tuberculos,KILOGRAMO
4702,Aceite clasico botella 900 ml,12.61,Agro-industriales,LITRO
4703,Cebolla cabeza roja,4.1,Hortalizas,KILOGRAMO
4704,Carne de pollo (eviscerado),9.35,Carnes y huevos,KILOGRAMO
4705,Aji rocoto,4.95,Hortalizas,KILOGRAMO
